State,Year,Quarter,District,Registered_users
Assam,2022,3,Dhubri,154896
Assam,2022,4,Kamrup Metropolitan,897245
Assam,2022,4,Nagaon,314901
Assam,2022,4,Barpeta,280479
Assam,2022,4,Cachar,269556
Assam,2022,4,Sonitpur,246327
Assam,2022,4,Dibrugarh,244755
Assam,2022,4,Kamrup,231849
Assam,2022,4,Tinsukia,209247
Assam,2022,4,Jorhat,179437
Assam,2022,4,Dhubri,162126
Assam,2023,1,Kamrup Metropolitan,938802
Assam,2023,1,Nagaon,330283
Assam,2023,1,Barpeta,294210
Assam,2023,1,Cachar,282643
Assam,2023,1,Sonitpur,258067
Assam,2023,1,Dibrugarh,256050
Assam,2023,1,Kamrup,242982
Assam,2023,1,Tinsukia,219077
Assam,2023,1,Jorhat,187799
Assam,2023,1,Dhubri,170279
Assam,2023,2,Kamrup Metropolitan,975409
Assam,2023,2,Nagaon,345756
Assam,2023,2,Barpeta,307888
Assam,2023,2,Cachar,295315
Assam,2023,2,Sonitpur,269578
Assam,2023,2,Dibrugarh,267326
Assam,2023,2,Kamrup,254290
Assam,2023,2,Tinsukia,228972
Assam,2023,2,Jorhat,196116
Assam,2023,2,Dhubri,178594
Assam,2023,3,Kamrup Metropolitan,1014178
Assam,2023,3,Nagaon,360999
Assam,2023,3,Barpeta,321557
Assam,2023,3,Cachar,308182
Assam,2023,3,Sonitpur,281112
Assam,2023,3,Dibrugarh,278740
Assam,2023,3,Kamrup,265357
Assam,2023,3,Tinsukia,239058
Assam,2023,3,Jorhat,204393
Assam,2023,3,Dhubri,186435
Assam,2023,4,Kamrup Metropolitan,1050970
Assam,2023,4,Nagaon,375835
Assam,2023,4,Barpeta,334209
Assam,2023,4,Cachar,320070
Assam,2023,4,Sonitpur,291996
Assam,2023,4,Dibrugarh,289409
Assam,2023,4,Kamrup,276067
Assam,2023,4,Tinsukia,248429
Assam,2023,4,Jorhat,212335
Assam,2023,4,Dhubri,193881
Assam,2024,1,Kamrup Metropolitan,1092571
Assam,2024,1,Nagaon,392625
Assam,2024,1,Barpeta,348707
Assam,2024,1,Cachar,334056
Assam,2024,1,Sonitpur,304871
Assam,2024,1,Dibrugarh,302007
Assam,2024,1,Kamrup,288710
Assam,2024,1,Tinsukia,259521
Assam,2024,1,Jorhat,221581
Assam,2024,1,Dhubri,202576
Bihar,2018,1,Patna,425009
Bihar,2018,1,Muzaffarpur,125298
Bihar,2018,1,Gaya,91015
Bihar,2018,1,Purbi Champaran,87561
Bihar,2018,1,Samastipur,76068
Bihar,2018,1,Bhagalpur,76063
Bihar,2018,1,Nalanda,75201
Bihar,2018,1,Darbhanga,74414
Bihar,2018,1,Vaishali,67921
Bihar,2018,1,Pashchim Champaran,67656
Bihar,2018,2,Patna,568657
Bihar,2018,2,Muzaffarpur,172315
Bihar,2018,2,Gaya,126422
Bihar,2018,2,Purbi Champaran,125890
Bihar,2018,2,Samastipur,107143
Bihar,2018,2,Bhagalpur,106461
Bihar,2018,2,Darbhanga,105558
Bihar,2018,2,Nalanda,104076
Bihar,2018,2,Pashchim Champaran,97301
Bihar,2018,2,Vaishali,96694
Bihar,2018,3,Patna,684421
Bihar,2018,3,Muzaffarpur,211519
Bihar,2018,3,Purbi Champaran,162122
Bihar,2018,3,Gaya,160375
Bihar,2018,3,Samastipur,134680
Bihar,2018,3,Darbhanga,132803
Bihar,2018,3,Bhagalpur,131270
Bihar,2018,3,Nalanda,128472
Bihar,2018,3,Pashchim Champaran,124955
Bihar,2018,3,Saran,123407
Bihar,2018,4,Patna,826399
Bihar,2018,4,Muzaffarpur,260789
Bihar,2018,4,Purbi Champaran,206934
Bihar,2018,4,Gaya,203926
Bihar,2018,4,Samastipur,169774
Bihar,2018,4,Darbhanga,167302
Bihar,2018,4,Bhagalpur,164162
Bihar,2018,4,Saran,161486
Bihar,2018,4,Pashchim Champaran,161063
Bihar,2018,4,Nalanda,160167
Bihar,2019,1,Patna,964432
Bihar,2019,1,Muzaffarpur,309416
Bihar,2019,1,Purbi Champaran,252394
Bihar,2019,1,Gaya,245773
Bihar,2019,1,Samastipur,204544
Bihar,2019,1,Darbhanga,202521
Bihar,2019,1,Saran,197928
Bihar,2019,1,Pashchim Champaran,197074
Bihar,2019,1,Bhagalpur,195057
Bihar,2019,1,Madhubani,195036
Bihar,2019,2,Patna,1076012
Bihar,2019,2,Muzaffarpur,353459
Bihar,2019,2,Purbi Champaran,292711
Bihar,2019,2,Gaya,281107
Bihar,2019,2,Samastipur,234046
Bihar,2019,2,Darbhanga,232722
Bihar,2019,2,Saran,230068
Bihar,2019,2,Pashchim Champaran,227901
Bihar,2019,2,Madhubani,226202
Bihar,2019,2,Bhagalpur,223725
Bihar,2019,3,Patna,1180262
Bihar,2019,3,Muzaffarpur,396343
Bihar,2019,3,Purbi Champaran,330361
Bihar,2019,3,Gaya,315649
Bihar,2019,3,Samastipur,262875
Bihar,2019,3,Darbhanga,262421
Bihar,2019,3,Saran,260966
Bihar,2019,3,Pashchim Champaran,256491
Bihar,2019,3,Madhubani,255761
Bihar,2019,3,Bhagalpur,249214
Bihar,2019,4,Patna,1289426
Bihar,2019,4,Muzaffarpur,445815
Bihar,2019,4,Purbi Champaran,378861
Bihar,2019,4,Gaya,356225
Bihar,2019,4,Samastipur,297942
Bihar,2019,4,Saran,297022
Bihar,2019,4,Darbhanga,296008
Bihar,2019,4,Pashchim Champaran,293867
Bihar,2019,4,Madhubani,291613
Bihar,2019,4,Bhagalpur,279580
Bihar,2020,1,Patna,1397342
Bihar,2020,1,Muzaffarpur,498548
Bihar,2020,1,Purbi Champaran,431458
Bihar,2020,1,Gaya,398678
Bihar,2020,1,Saran,335039
Bihar,2020,1,Samastipur,334935
Bihar,2020,1,Pashchim Champaran,334931
Bihar,2020,1,Darbhanga,332707
Bihar,2020,1,Madhubani,328630
Bihar,2020,1,Vaishali,312949
Bihar,2020,2,Patna,1506233
Bihar,2020,2,Muzaffarpur,558435
Bihar,2020,2,Purbi Champaran,505364
Bihar,2020,2,Gaya,447895
Bihar,2020,2,Pashchim Champaran,390547
Bihar,2020,2,Samastipur,381913
Bihar,2020,2,Saran,381281
Bihar,2020,2,Darbhanga,379555
Bihar,2020,2,Madhubani,379217
Bihar,2020,2,Bhagalpur,352316
Bihar,2020,3,Patna,1625305
Bihar,2020,3,Muzaffarpur,617383
Bihar,2020,3,Purbi Champaran,570592
Bihar,2020,3,Gaya,493207
Bihar,2020,3,Pashchim Champaran,435319
Bihar,2020,3,Madhubani,425154
Bihar,2020,3,Saran,424821
Bihar,2020,3,Samastipur,424696
Bihar,2020,3,Darbhanga,424611
Bihar,2020,3,Vaishali,391002
Bihar,2020,4,Patna,1752007
Bihar,2020,4,Muzaffarpur,673397
Bihar,2020,4,Purbi Champaran,627214
Bihar,2020,4,Gaya,538319
Bihar,2020,4,Pashchim Champaran,476717
Bihar,2020,4,Saran,467918
Bihar,2020,4,Madhubani,467849
Bihar,2020,4,Darbhanga,467317
Bihar,2020,4,Samastipur,466536
Bihar,2020,4,Bhagalpur,428157
Bihar,2021,1,Patna,1881439
Bihar,2021,1,Muzaffarpur,728384
Bihar,2021,1,Purbi Champaran,681660
Bihar,2021,1,Gaya,581376
Bihar,2021,1,Pashchim Champaran,517219
Bihar,2021,1,Saran,507177
Bihar,2021,1,Darbhanga,506381
Bihar,2021,1,Madhubani,506293
Bihar,2021,1,Samastipur,505806
Bihar,2021,1,Vaishali,463655
Bihar,2021,2,Patna,2010353
Bihar,2021,2,Muzaffarpur,781251
Bihar,2021,2,Purbi Champaran,733817
Bihar,2021,2,Gaya,624010
Bihar,2021,2,Pashchim Champaran,556408
Bihar,2021,2,Saran,544975
Bihar,2021,2,Samastipur,543782
Bihar,2021,2,Darbhanga,543496
Bihar,2021,2,Madhubani,543493
Bihar,2021,2,Vaishali,497933
Bihar,2021,3,Patna,2156402
Bihar,2021,3,Muzaffarpur,842701
Bihar,2021,3,Purbi Champaran,794120
Bihar,2021,3,Gaya,673356
Bihar,2021,3,Pashchim Champaran,602251
Bihar,2021,3,Saran,588276
Bihar,2021,3,Madhubani,587337
Bihar,2021,3,Samastipur,586990
Bihar,2021,3,Darbhanga,586251
Bihar,2021,3,Vaishali,536933
Bihar,2021,4,Patna,2303852
Bihar,2021,4,Muzaffarpur,903775
Bihar,2021,4,Purbi Champaran,853893
Bihar,2021,4,Gaya,721905
Bihar,2021,4,Pashchim Champaran,647450
Bihar,2021,4,Saran,631469
Bihar,2021,4,Samastipur,630218
Bihar,2021,4,Madhubani,629986
Bihar,2021,4,Darbhanga,628529
Bihar,2021,4,Vaishali,576156
Bihar,2022,1,Patna,2443356
Bihar,2022,1,Muzaffarpur,962924
Bihar,2022,1,Purbi Champaran,912427
Bihar,2022,1,Gaya,769265
Bihar,2022,1,Pashchim Champaran,692182
Bihar,2022,1,Saran,673849
Bihar,2022,1,Samastipur,672508
Bihar,2022,1,Madhubani,672303
Bihar,2022,1,Darbhanga,669850
Bihar,2022,1,Vaishali,614159
Bihar,2022,2,Patna,2577123
Bihar,2022,2,Muzaffarpur,1018560
Bihar,2022,2,Purbi Champaran,967838
Bihar,2022,2,Gaya,814180
Bihar,2022,2,Pashchim Champaran,734476
Bihar,2022,2,Saran,714109
Bihar,2022,2,Samastipur,712626
Bihar,2022,2,Madhubani,711897
Bihar,2022,2,Darbhanga,708828
Bihar,2022,2,Vaishali,650319
Bihar,2022,3,Patna,2716533
Bihar,2022,3,Muzaffarpur,1077200
Bihar,2022,3,Purbi Champaran,1025772
Bihar,2022,3,Gaya,859903
Bihar,2022,3,Pashchim Champaran,777977
Bihar,2022,3,Saran,756293
Bihar,2022,3,Samastipur,754322
Bihar,2022,3,Madhubani,753153
Bihar,2022,3,Darbhanga,749430
Bihar,2022,3,Vaishali,688248
Bihar,2022,4,Patna,2854738
Bihar,2022,4,Muzaffarpur,1132096
Bihar,2022,4,Purbi Champaran,1079466
Bihar,2022,4,Gaya,902593
Bihar,2022,4,Pashchim Champaran,817644
Bihar,2022,4,Saran,795553
Bihar,2022,4,Samastipur,793296
Bihar,2022,4,Madhubani,790218
Bihar,2022,4,Darbhanga,787306
Bihar,2022,4,Vaishali,723338
Bihar,2023,1,Patna,2988174
Bihar,2023,1,Muzaffarpur,1186500
Bihar,2023,1,Purbi Champaran,1133269
Bihar,2023,1,Gaya,946050
Bihar,2023,1,Pashchim Champaran,858644
Bihar,2023,1,Saran,834739
Bihar,2023,1,Samastipur,832148
Bihar,2023,1,Madhubani,828561
Bihar,2023,1,Darbhanga,824935
Bihar,2023,1,Vaishali,758603
Bihar,2023,2,Patna,3102247
Bihar,2023,2,Muzaffarpur,1236642
Bihar,2023,2,Purbi Champaran,1183746
Bihar,2023,2,Gaya,987115
Bihar,2023,2,Pashchim Champaran,896967
Bihar,2023,2,Saran,871017
Bihar,2023,2,Samastipur,868715
Bihar,2023,2,Madhubani,865373
Bihar,2023,2,Darbhanga,860625
Bihar,2023,2,Vaishali,791100
Bihar,2023,3,Patna,3224750
Bihar,2023,3,Muzaffarpur,1287940
Bihar,2023,3,Purbi Champaran,1234014
Bihar,2023,3,Gaya,1028527
Bihar,2023,3,Pashchim Champaran,934834
Bihar,2023,3,Saran,908065
Bihar,2023,3,Samastipur,905652
Bihar,2023,3,Madhubani,901607
Bihar,2023,3,Darbhanga,896190
Bihar,2023,3,Vaishali,824848
Bihar,2023,4,Patna,3335655
Bihar,2023,4,Muzaffarpur,1336058
Bihar,2023,4,Purbi Champaran,1280593
Bihar,2023,4,Gaya,1066119
Bihar,2023,4,Pashchim Champaran,969579
Bihar,2023,4,Saran,942850
Bihar,2023,4,Samastipur,939833
Bihar,2023,4,Madhubani,935884
Bihar,2023,4,Darbhanga,929423
Bihar,2023,4,Vaishali,855913
Bihar,2024,1,Patna,3464540
Bihar,2024,1,Muzaffarpur,1391427
Bihar,2024,1,Purbi Champaran,1335289
Bihar,2024,1,Gaya,1110224
Bihar,2024,1,Pashchim Champaran,1011106
Bihar,2024,1,Saran,983188
Bihar,2024,1,Samastipur,980091
Bihar,2024,1,Madhubani,975263
Bihar,2024,1,Darbhanga,967610
Bihar,2024,1,Vaishali,891651
Chandigarh,2018,1,Chandigarh,86268
Chandigarh,2018,2,Chandigarh,115219
Chandigarh,2018,3,Chandigarh,143893
Chandigarh,2018,4,Chandigarh,177747
Chandigarh,2019,1,Chandigarh,209175
Chandigarh,2019,2,Chandigarh,240439
Chandigarh,2019,3,Chandigarh,267337
Chandigarh,2019,4,Chandigarh,289590
Chandigarh,2020,1,Chandigarh,312887
Chandigarh,2020,2,Chandigarh,336351
Chandigarh,2020,3,Chandigarh,362588
Chandigarh,2020,4,Chandigarh,391402
Chandigarh,2021,1,Chandigarh,419998
Chandigarh,2021,2,Chandigarh,448572
Chandigarh,2021,3,Chandigarh,480463
Chandigarh,2021,4,Chandigarh,512092
Chandigarh,2022,1,Chandigarh,541549
Chandigarh,2022,2,Chandigarh,569582
Chandigarh,2022,3,Chandigarh,598698
Chandigarh,2022,4,Chandigarh,627563
Chandigarh,2023,1,Chandigarh,654522
Chandigarh,2023,2,Chandigarh,678662
Chandigarh,2023,3,Chandigarh,704144
Chandigarh,2023,4,Chandigarh,727594
Chandigarh,2024,1,Chandigarh,754849
Chhattisgarh,2018,1,Raipur,135308
Chhattisgarh,2018,1,Durg,91516
Chhattisgarh,2018,1,Bilaspur,68704
Chhattisgarh,2018,1,Raigarh,51628
Chhattisgarh,2018,1,Janjgir Champa,42297
Chhattisgarh,2018,1,Korba,39075
Chhattisgarh,2018,1,Rajnandgaon,26295
Chhattisgarh,2018,1,Surguja,22001
Chhattisgarh,2018,1,Baloda Bazar,21747
Chhattisgarh,2018,1,Mahasamund,19608
Chhattisgarh,2018,2,Raipur,185747
Chhattisgarh,2018,2,Durg,124515
Chhattisgarh,2018,2,Bilaspur,94888
Chhattisgarh,2018,2,Raigarh,70970
Chhattisgarh,2018,2,Janjgir Champa,60185
Chhattisgarh,2018,2,Korba,54105
Chhattisgarh,2018,2,Rajnandgaon,38120
Chhattisgarh,2018,2,Baloda Bazar,32314
Chhattisgarh,2018,2,Surguja,30374
Chhattisgarh,2018,2,Mahasamund,28208
Chhattisgarh,2018,3,Raipur,231146
Chhattisgarh,2018,3,Durg,150753
Chhattisgarh,2018,3,Bilaspur,119415
Chhattisgarh,2018,3,Raigarh,89911
Chhattisgarh,2018,3,Janjgir Champa,77834
Chhattisgarh,2018,3,Korba,68746
Chhattisgarh,2018,3,Rajnandgaon,50271
Chhattisgarh,2018,3,Baloda Bazar,43335
Chhattisgarh,2018,3,Surguja,40025
Chhattisgarh,2018,3,Mahasamund,36628
Chhattisgarh,2018,4,Raipur,289198
Chhattisgarh,2018,4,Durg,185746
Chhattisgarh,2018,4,Bilaspur,153972
Chhattisgarh,2018,4,Raigarh,116785
Chhattisgarh,2018,4,Janjgir Champa,107156
Chhattisgarh,2018,4,Korba,88680
Chhattisgarh,2018,4,Rajnandgaon,64828
Chhattisgarh,2018,4,Baloda Bazar,60270
Chhattisgarh,2018,4,Surguja,51776
Chhattisgarh,2018,4,Mahasamund,47626
Chhattisgarh,2019,1,Raipur,351495
Chhattisgarh,2019,1,Durg,224058
Chhattisgarh,2019,1,Bilaspur,184636
Chhattisgarh,2019,1,Raigarh,139059
Chhattisgarh,2019,1,Janjgir Champa,130114
Chhattisgarh,2019,1,Korba,105570
Chhattisgarh,2019,1,Rajnandgaon,78320
Chhattisgarh,2019,1,Baloda Bazar,73454
Chhattisgarh,2019,1,Surguja,62300
Chhattisgarh,2019,1,Mahasamund,56953
Chhattisgarh,2019,2,Raipur,405792
Chhattisgarh,2019,2,Durg,257557
Chhattisgarh,2019,2,Bilaspur,209039
Chhattisgarh,2019,2,Raigarh,156178
Chhattisgarh,2019,2,Janjgir Champa,147327
Chhattisgarh,2019,2,Korba,119540
Chhattisgarh,2019,2,Rajnandgaon,91198
Chhattisgarh,2019,2,Baloda Bazar,84458
Chhattisgarh,2019,2,Surguja,71076
Chhattisgarh,2019,2,Mahasamund,65492
Chhattisgarh,2019,3,Raipur,455785
Chhattisgarh,2019,3,Durg,289803
Chhattisgarh,2019,3,Bilaspur,230364
Chhattisgarh,2019,3,Raigarh,170447
Chhattisgarh,2019,3,Janjgir Champa,161232
Chhattisgarh,2019,3,Korba,131850
Chhattisgarh,2019,3,Rajnandgaon,101617
Chhattisgarh,2019,3,Baloda Bazar,93416
Chhattisgarh,2019,3,Surguja,79170
Chhattisgarh,2019,3,Mahasamund,72039
Chhattisgarh,2019,4,Raipur,506122
Chhattisgarh,2019,4,Durg,321390
Chhattisgarh,2019,4,Bilaspur,257350
Chhattisgarh,2019,4,Raigarh,189764
Chhattisgarh,2019,4,Janjgir Champa,180195
Chhattisgarh,2019,4,Korba,147812
Chhattisgarh,2019,4,Rajnandgaon,113965
Chhattisgarh,2019,4,Baloda Bazar,104742
Chhattisgarh,2019,4,Surguja,89297
Chhattisgarh,2019,4,Mahasamund,80893
Chhattisgarh,2020,1,Raipur,559412
Chhattisgarh,2020,1,Durg,353311
Chhattisgarh,2020,1,Bilaspur,284320
Chhattisgarh,2020,1,Raigarh,208338
Chhattisgarh,2020,1,Janjgir Champa,199431
Chhattisgarh,2020,1,Korba,163500
Chhattisgarh,2020,1,Rajnandgaon,126699
Chhattisgarh,2020,1,Baloda Bazar,115907
Chhattisgarh,2020,1,Surguja,98711
Chhattisgarh,2020,1,Mahasamund,89942
Chhattisgarh,2020,2,Raipur,616931
Chhattisgarh,2020,2,Durg,387874
Chhattisgarh,2020,2,Bilaspur,316669
Chhattisgarh,2020,2,Raigarh,233080
Chhattisgarh,2020,2,Janjgir Champa,227716
Chhattisgarh,2020,2,Korba,184399
Chhattisgarh,2020,2,Rajnandgaon,146098
Chhattisgarh,2020,2,Baloda Bazar,134301
Chhattisgarh,2020,2,Surguja,110765
Chhattisgarh,2020,2,Mahasamund,103117
Chhattisgarh,2020,3,Raipur,679027
Chhattisgarh,2020,3,Durg,426052
Chhattisgarh,2020,3,Bilaspur,349586
Chhattisgarh,2020,3,Raigarh,259581
Chhattisgarh,2020,3,Janjgir Champa,254275
Chhattisgarh,2020,3,Korba,204448
Chhattisgarh,2020,3,Rajnandgaon,166416
Chhattisgarh,2020,3,Baloda Bazar,150975
Chhattisgarh,2020,3,Surguja,124081
Chhattisgarh,2020,3,Mahasamund,116370
Chhattisgarh,2020,4,Raipur,743167
Chhattisgarh,2020,4,Durg,464870
Chhattisgarh,2020,4,Bilaspur,384115
Chhattisgarh,2020,4,Raigarh,285081
Chhattisgarh,2020,4,Janjgir Champa,280474
Chhattisgarh,2020,4,Korba,225683
Chhattisgarh,2020,4,Rajnandgaon,185815
Chhattisgarh,2020,4,Baloda Bazar,166144
Chhattisgarh,2020,4,Surguja,137221
Chhattisgarh,2020,4,Mahasamund,129536
Chhattisgarh,2021,1,Raipur,800224
Chhattisgarh,2021,1,Durg,498453
Chhattisgarh,2021,1,Bilaspur,413692
Chhattisgarh,2021,1,Raigarh,306712
Chhattisgarh,2021,1,Janjgir Champa,301931
Chhattisgarh,2021,1,Korba,243030
Chhattisgarh,2021,1,Rajnandgaon,200572
